"STATDISPID","statcode","TITLE","TITLE.@no","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003092013","00500225","統計表 牛乳・乳製品の生産能力等（全国）（12月31日現在）","18","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2020-03-05"
"0003091978","00500225","統計表 飲用牛乳等の容器・容量別工場数（全国）（10月現在） 牛乳","19","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091996","00500225","統計表 飲用牛乳等の容器・容量別工場数（全国）（10月現在） 加工乳・成分調整牛乳","19","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091981","00500225","統計表 生乳生産量（都道府県別・月別）","2","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091997","00500225","累年統計表 生乳生産量及び用途別処理量（全国農業地域・地方農政局別）","2","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092014","00500225","統計表 飲用牛乳等の容器・容量別生産量（都道府県別）（10月現在） 加工乳・成分調整牛乳","20","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092032","00500225","統計表 飲用牛乳等の容器・容量別生産量（都道府県別）（10月現在） 牛乳","20","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091899","00500225","統計表 生乳移出量（都道府県別・月別）","3","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092033","00500225","累年統計表 牛乳等生産量（全国）","3","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091964","00500225","統計表 生乳移入量（都道府県別・月別）","4","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003093502","00500225","累年統計表 牛乳等生産量（全国農業地域・地方農政局別）","4","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091900","00500225","統計表 生乳移出入量（都道府県別・月別） ２月分","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091958","00500225","統計表 生乳移出入量（都道府県別・月別） １月分","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091959","00500225","統計表 生乳移出入量（都道府県別・月別） ５月分","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091960","00500225","統計表 生乳移出入量（都道府県別・月別） ９月分","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091965","00500225","統計表 生乳移出入量（都道府県別・月別） ３月分","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091966","00500225","統計表 生乳移出入量（都道府県別・月別） ７月分","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091967","00500225","統計表 生乳移出入量（都道府県別・月別） 11月分","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091980","00500225","累年統計表 乳製品生産量（全国）","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2024-03-11"
"0003091982","00500225","統計表 生乳移出入量（都道府県別・月別） 年計","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091983","00500225","統計表 生乳移出入量（都道府県別・月別） ４月分","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091984","00500225","統計表 生乳移出入量（都道府県別・月別） ８月分","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091985","00500225","統計表 生乳移出入量（都道府県別・月別） 12月分","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092001","00500225","統計表 生乳移出入量（都道府県別・月別） ６月分","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092002","00500225","統計表 生乳移出入量（都道府県別・月別） 10月分","5","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091968","00500225","統計表 生乳処理量（用途別都道府県別・月別） 牛乳等向け処理量のうち業務用向け処理量","6","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091969","00500225","統計表 生乳処理量（用途別都道府県別・月別） その他向け処理量","6","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091986","00500225","統計表 生乳処理量（用途別都道府県別・月別） 乳製品向け処理量","6","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091987","00500225","統計表 生乳処理量（用途別都道府県別・月別） その他向け処理量のうち欠減","6","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092003","00500225","統計表 生乳処理量（用途別都道府県別・月別） 牛乳等向け処理量","6","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092004","00500225","統計表 生乳処理量（用途別都道府県別・月別） 乳製品向け処理量のうちクリーム等向け処理量","6","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092021","00500225","統計表 生乳処理量（用途別都道府県別・月別） 処理量計","6","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092022","00500225","統計表 生乳処理量（用途別都道府県別・月別） 乳製品向け処理量のうちチーズ向け処理量","6","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092023","00500225","統計表 牛乳等生産量（全国農業地域別・牛乳等内訳）","7","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091970","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 牛乳","8","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091971","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 加工乳・成分調整牛乳のうち業務用","8","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091988","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 牛乳のうち業務用","8","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003091989","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 加工乳・成分調整牛乳のうち成分調整牛乳","8","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092005","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 飲用牛乳等計","8","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092006","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 加工乳・成分調整牛乳","8","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092024","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 牛乳のうち学校給食用","8","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092025","00500225","統計表 乳飲料生産量（都道府県別・月別）","9","牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0001797661","00500225","参考　その他統計表 常用従事者数規模別「30人以上」の工場数内訳（全国）（12月31日現在）",NA,"牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2020-03-05"
"0003091998","00500225","累年統計表 （参考） 乳用牛の年次別飼養戸数及び頭数",NA,"牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003092034","00500225","累年統計表 （参考） 経産牛１頭当たり搾乳量",NA,"牛乳乳製品統計調査","確報","平成24年牛乳乳製品統計","年次","201201-201212","2014-03-17"
"0003121646","00500225","累年統計表 生乳生産量及び用途別処理量（全国）","1","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121708","00500225","統計表 生乳生産量及び用途別処理量（全国農業地域別・処理内訳）","1","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121702","00500225","統計表 はっ酵乳生産量（都道府県別・月別）","10","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121717","00500225","統計表 乳酸菌飲料生産量（都道府県別・月別）","11","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121640","00500225","統計表 飲用牛乳等移出量（都道府県別・月別）","12","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121665","00500225","統計表 飲用牛乳等移入量（都道府県別・月別）","13","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121641","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ２月分","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121642","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ６月分","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121643","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） 10月分","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121666","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ３月分","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121667","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ７月分","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121703","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） 年計","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121704","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ４月分","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121705","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ８月分","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121706","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） 12月分","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121718","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） １月分","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121719","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ５月分","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121720","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ９月分","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121728","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） 11月分","14","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003122149","00500225","統計表 乳製品生産量（全国・北海道・都府県、月別）","15","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2024-03-11"
"0003121644","00500225","統計表 乳製品の在庫量（全国）","16","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121707","00500225","統計表 牛乳処理場及び乳製品工場数 飲用牛乳等及び乳飲料を製造した工場数 （都道府県別）（12月31日現在）","17","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121729","00500225","統計表 牛乳処理場及び乳製品工場数 牛乳処理場・乳製品工場数（都道府県別）（12月31日現在）","17","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2020-03-05"
"0003121730","00500225","統計表 牛乳処理場及び乳製品工場数 12月の１日当たり生乳処理量規模別の工場処理場数（都道府県別）（12月31日現在）","17","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2020-03-05"
"0003121748","00500225","統計表 牛乳処理場及び乳製品工場数 常用従業者数規模別の工場数（全国）（12月31日現在）","17","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2020-03-05"
"0003125733","00500225","統計表 牛乳処理場及び乳製品工場数 乳製品を製造した工場数（都道府県別）（12月31日現在）","17","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2020-03-05"
"0003121723","00500225","統計表 牛乳・乳製品の生産能力等（全国）（12月31日現在）","18","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2020-03-05"
"0003121645","00500225","統計表 飲用牛乳等の容器・容量別工場数（全国）（10月現在） 牛乳","19","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121731","00500225","統計表 飲用牛乳等の容器・容量別工場数（全国）（10月現在） 加工乳・成分調整牛乳","19","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121656","00500225","統計表 生乳生産量（都道府県別・月別）","2","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121732","00500225","累年統計表 生乳生産量及び用途別処理量（全国農業地域・地方農政局別）","2","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121724","00500225","統計表 飲用牛乳等の容器・容量別生産量（都道府県別）（10月現在） 加工乳・成分調整牛乳","20","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121749","00500225","統計表 飲用牛乳等の容器・容量別生産量（都道府県別）（10月現在） 牛乳","20","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121694","00500225","統計表 生乳移出量（都道府県別・月別）","3","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121750","00500225","累年統計表 牛乳等生産量（全国）","3","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121709","00500225","統計表 生乳移入量（都道府県別・月別）","4","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121725","00500225","累年統計表 牛乳等生産量（全国農業地域・地方農政局別）","4","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121632","00500225","統計表 生乳移出入量（都道府県別・月別） 年計","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121633","00500225","統計表 生乳移出入量（都道府県別・月別） ４月分","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121634","00500225","統計表 生乳移出入量（都道府県別・月別） ８月分","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121635","00500225","統計表 生乳移出入量（都道府県別・月別） 12月分","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121647","00500225","累年統計表 乳製品生産量（全国）","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2024-03-11"
"0003121657","00500225","統計表 生乳移出入量（都道府県別・月別） １月分","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121658","00500225","統計表 生乳移出入量（都道府県別・月別） ５月分","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121659","00500225","統計表 生乳移出入量（都道府県別・月別） ９月分","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121695","00500225","統計表 生乳移出入量（都道府県別・月別） ２月分","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121696","00500225","統計表 生乳移出入量（都道府県別・月別） ６月分","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121697","00500225","統計表 生乳移出入量（都道府県別・月別） 10月分","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121710","00500225","統計表 生乳移出入量（都道府県別・月別） ３月分","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121711","00500225","統計表 生乳移出入量（都道府県別・月別） ７月分","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121712","00500225","統計表 生乳移出入量（都道府県別・月別） 11月分","5","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121636","00500225","統計表 生乳処理量（用途別都道府県別・月別） 乳製品向け処理量","6","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121637","00500225","統計表 生乳処理量（用途別都道府県別・月別） その他向け処理量のうち欠減","6","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121660","00500225","統計表 生乳処理量（用途別都道府県別・月別） 処理量計","6","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121661","00500225","統計表 生乳処理量（用途別都道府県別・月別） 乳製品向け処理量のうちチーズ向け処理量","6","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121698","00500225","統計表 生乳処理量（用途別都道府県別・月別） 牛乳等向け処理量","6","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121699","00500225","統計表 生乳処理量（用途別都道府県別・月別） 乳製品向け処理量のうちクリーム等向け処理量","6","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121713","00500225","統計表 生乳処理量（用途別都道府県別・月別） 牛乳等向け処理量のうち業務用向け処理量","6","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121714","00500225","統計表 生乳処理量（用途別都道府県別・月別） その他向け処理量","6","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121662","00500225","統計表 牛乳等生産量（全国農業地域別・牛乳等内訳）","7","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121638","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 牛乳のうち業務用","8","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121639","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 加工乳・成分調整牛乳のうち成分調整牛乳","8","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121663","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 牛乳のうち学校給食用","8","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121700","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 飲用牛乳等計","8","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121701","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 加工乳・成分調整牛乳","8","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121715","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 牛乳","8","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121716","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 加工乳・成分調整牛乳のうち業務用","8","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003121664","00500225","統計表 乳飲料生産量（都道府県別・月別）","9","牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0001797847","00500225","参考　その他統計表 常用従業者数規模別「30人以上」の工場数内訳（全国）（12月31日現在）",NA,"牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2020-03-05"
"0003122173","00500225","累年統計表 （参考） 経産牛１頭当たり搾乳量",NA,"牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003122174","00500225","累年統計表 （参考） 乳用牛の年次別飼養戸数及び頭数",NA,"牛乳乳製品統計調査","確報","平成26年牛乳乳製品統計","年次","201401-201412","2016-01-25"
"0003159520","00500225","統計表 生乳生産量及び用途別処理量（全国農業地域別・処理内訳）（月別）","1","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2019-04-02"
"0003159555","00500225","累年統計表 生乳生産量及び用途別処理量（全国）","1","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159568","00500225","統計表 はっ酵乳生産量（都道府県別）（月別）","10","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159529","00500225","統計表 乳酸菌飲料生産量（都道府県別）（月別）","11","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159588","00500225","統計表 飲用牛乳等出荷量（都道府県別）（月別）","12","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159549","00500225","統計表 飲用牛乳等入荷量（都道府県別）（月別）","13","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159530","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） １月分","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159531","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ５月分","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159532","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ９月分","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159550","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ３月分","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159551","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ７月分","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159552","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 11月分","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159569","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 年計","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159570","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ４月分","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159571","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ８月分","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159572","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 12月分","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159589","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ２月分","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159590","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ６月分","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159591","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 10月分","14","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159533","00500225","統計表 乳製品生産量（全国・北海道・都府県）（月別）","15","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2024-03-11"
"0003159592","00500225","統計表 乳製品の在庫量（全国）（月別）","16","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159534","00500225","統計表 牛乳処理場及び乳製品工場数 乳製品種類別製造工場処理場数（全国農業地域別・都道府県別）（平成27年12月末日現在）","17","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2020-03-05"
"0003159553","00500225","統計表 牛乳処理場及び乳製品工場数 経営組織別・生乳処理量規模別工場処理場数（全国農業地域別・都道府県別）（平成27年12月末日現在）","17","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2020-03-05"
"0003159554","00500225","統計表 牛乳処理場及び乳製品工場数 常用従業者規模別工場処理場数（全国農業地域別・都道府県別）（平成27年12月末日現在）","17","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2020-03-05"
"0003159573","00500225","統計表 牛乳処理場及び乳製品工場数 牛乳等製造工場処理場数 （全国農業地域別・都道府県別）（平成27年12月末日現在）","17","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159593","00500225","統計表 牛乳処理場及び乳製品工場数 生乳処理量規模別工場処理場数（全国農業地域別・都道府県別）（平成27年12月末日現在）","17","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2020-03-05"
"0003159574","00500225","統計表 生産能力（全国農業地域別・都道府県別）（平成27年12月末日現在）","18","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2020-03-05"
"0003159535","00500225","統計表 容器容量別牛乳生産量割合（全国農業地域別・都道府県別）（平成27年10月）","19","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159540","00500225","統計表 生乳生産量（都道府県別）（月別）","2","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2019-04-02"
"0003159575","00500225","累年統計表 生乳生産量及び用途別処理量（全国農業地域・地方農政局別）","2","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2019-04-02"
"0003159594","00500225","統計表 容器容量別加工乳生産量割合（全国農業地域別・都道府県別）（平成27年10月）","20","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
"0003159536","00500225","累年統計表 牛乳等生産量（全国）","3","牛乳乳製品統計調査","確報","平成27年牛乳乳製品統計","年次","201501-201512","2016-12-28"
